match_minute,match_second,position_x,position_y,play_type,BodyPart,Number_Intervening_Opponents,Number_Intervening_Teammates,Interference_on_Shooter,outcome
84,6,17.96,-7.48,Open Play,Right,2,0,Medium,Saved
8,10,7.98,1.25,Open Play,Head,1,0,Medium,Saved
10,53,8.48,-7.23,Open Play,Head,3,0,High,Missed
8,9,25.44,8.23,Direct freekick,Left,6,2,Low,Blocked
68,53,2.99,2.49,Open Play,Left,2,0,Medium,Goal
67,4,30.18,-8.98,Open Play,Left,3,1,Medium,Missed
66,23,25.19,0.25,Open Play,Left,2,0,Medium,Saved
66,37,28.93,-10.72,Direct freekick,Left,6,2,Low,Blocked
55,26,11.72,-2.99,Open Play,Head,2,0,High,Blocked
78,55,9.98,10.72,Open Play,Left,1,0,Medium,Goal
33,51,24.94,9.98,Open Play,Left,7,4,Medium,Missed
7,15,14.71,8.73,Open Play,Left,3,0,Medium,Missed
28,58,9.48,-1.75,Open Play,Head,5,2,Medium,Saved
4,20,8.98,13.97,Open Play,Right,3,0,High,Missed
90,11,8.23,0.75,Open Play,Head,1,0,Medium,Missed
44,10,7.98,-0.75,Open Play,Head,2,1,High,Blocked
42,35,11.72,-13.47,Open Play,Right,1,0,Medium,Missed
45,19,10.23,3.74,Open Play,Head,2,0,Medium,GoalFrame
88,20,15.71,-16.71,Open Play,Right,2,0,Medium,Missed
36,56,10.97,6.24,Open Play,Right,1,0,Low,Blocked
43,1,25.19,2.24,Direct freekick,Right,5,2,Low,Blocked
82,46,7.48,-4.99,Open Play,Head,3,0,High,Saved
41,45,31.17,-0.75,Open Play,Right,2,0,Medium,GoalFrame
32,45,23.19,7.23,Open Play,Left,3,0,Medium,Saved
64,7,3.74,-5.24,Open Play,Other,1,0,,owngoal
31,53,2.99,3.49,Open Play,Head,1,0,Medium,Goal
62,23,11.47,-6.73,Open Play,Left,1,0,Low,Blocked
53,40,4.74,-7.23,Open Play,Head,1,0,Medium,Missed
48,23,17.96,2.74,Open Play,Left,2,0,Low,Missed
30,40,11.22,-2,Open Play,Right,2,1,Medium,Blocked
87,26,58.85,6.48,Open Play,Right,2,0,Low,Goal
25,24,7.73,-1,Open Play,Head,0,0,Low,Goal
77,15,10.72,16.46,Open Play,Right,2,0,Medium,Missed
82,43,9.73,-5.74,Open Play,Head,5,1,Medium,Saved
41,11,27.93,1.5,Open Play,Right,5,1,Medium,Blocked
78,51,27.18,-0.5,Open Play,Right,3,1,Low,Saved
21,23,5.49,0.75,Open Play,Left,3,0,Medium,Missed
21,48,5.74,15.71,Open Play,Right,2,0,Medium,Saved
74,18,5.74,-0.5,Open Play,Head,2,0,High,Missed
22,21,20.95,6.48,Open Play,Right,2,0,Medium,Blocked
46,49,26.43,-5.99,Open Play,Right,2,0,Low,Saved
5,10,26.43,-4.74,Open Play,Right,7,2,Low,Blocked
41,17,11.97,-9.23,Open Play,Right,4,2,Medium,Blocked
62,40,13.97,1.5,Open Play,Right,1,0,Medium,GoalFrame
91,1,17.71,-1,Direct freekick,Left,8,4,Low,Blocked
73,45,10.23,-4.24,Open Play,Left,1,0,Medium,Goal
92,42,14.46,-2.49,Open Play,Right,3,0,Low,Blocked
48,28,28.18,-9.73,Open Play,Right,3,0,Medium,Missed
49,7,11.97,4.24,Open Play,Left,3,1,Low,Missed
33,26,7.48,2,Open Play,Head,2,0,Medium,Missed
78,25,13.72,9.23,Open Play,Left,5,0,High,Blocked
24,8,15.71,-8.98,Open Play,Right,2,1,Medium,Saved
67,39,10.72,8.98,Open Play,Right,3,1,Medium,Blocked
69,9,25.44,13.47,Open Play,Right,1,0,Low,Missed
27,3,6.98,1,Open Play,Head,3,1,Medium,Missed
21,15,7.98,3.49,Open Play,Right,3,0,High,Saved
62,18,21.45,11.47,Open Play,Left,2,0,Medium,Saved
44,29,11.47,5.99,Open Play,Left,2,0,Medium,Blocked
24,48,19.45,8.48,Open Play,Right,5,2,Medium,Blocked
70,1,7.23,-3.49,Open Play,Right,1,0,Low,Goal
22,38,22.2,6.73,Direct freekick,Right,7,4,Low,Goal
33,39,10.23,2,Open Play,Head,1,0,,owngoal
80,26,8.48,2,Open Play,Left,2,0,Medium,Missed
23,2,22.2,9.48,Open Play,Right,3,0,Low,Saved
76,37,19.7,6.48,Open Play,Right,3,1,Medium,Blocked
53,11,2.49,0.25,Open Play,Head,1,0,Medium,Goal
18,21,17.21,10.72,Open Play,Left,3,1,Medium,Saved
39,39,8.73,-17.46,Open Play,Right,2,1,Medium,Missed
26,14,8.48,2.24,Open Play,Right,1,0,Medium,Saved
86,42,9.23,10.23,Open Play,Left,1,0,Medium,Saved
43,46,8.98,1,Open Play,Head,2,0,Medium,Missed
28,30,11.22,9.98,Open Play,Left,2,0,High,Goal
27,42,10.47,16.46,Open Play,Left,2,0,High,Missed
36,14,7.73,0.75,Open Play,Left,1,0,Medium,Blocked
49,56,7.48,1,Open Play,Head,3,1,Medium,Missed
70,44,10.97,-10.72,Open Play,Left,3,0,High,Blocked
74,50,5.74,-13.97,Open Play,Right,1,0,Low,Blocked
41,56,11.22,-8.73,Open Play,Right,2,0,Low,GoalFrame
43,11,8.48,-0.75,Open Play,Head,2,0,Medium,Missed
12,6,25.69,9.23,Open Play,Right,4,0,Medium,Saved
79,22,19.2,7.73,Open Play,Left,3,0,Medium,Blocked
12,32,2.99,-1.5,Open Play,Right,2,0,High,Goal
83,14,3.99,3.49,Open Play,Left,1,0,Low,Goal
83,16,20.45,11.22,Open Play,Right,3,0,Low,Missed
55,4,9.48,14.22,Open Play,Left,3,0,Medium,Saved
86,38,21.2,-2.49,Open Play,Left,5,1,Medium,Missed
20,56,6.48,-5.24,Open Play,Right,2,0,Medium,Blocked
43,55,8.48,3.99,Open Play,Left,2,1,Medium,Blocked
50,17,38.16,5.74,Open Play,Left,5,3,Low,Saved
78,32,13.47,17.46,Open Play,Left,3,0,Medium,Blocked
78,20,13.47,-4.24,Open Play,Left,3,1,High,Blocked
41,27,21.95,10.23,Open Play,Left,3,1,Low,Saved
49,32,27.68,4.74,Open Play,Left,4,0,Low,Blocked
81,33,25.69,-2.24,Open Play,Right,4,1,Low,Saved
1,42,14.22,6.48,Open Play,Right,2,0,High,Saved
58,44,11.22,2.99,Open Play,Left,3,0,Medium,Goal
23,22,22.69,-11.22,Open Play,Left,3,0,Medium,Missed
73,50,6.73,-0.75,Open Play,Head,1,0,Medium,Missed
78,7,13.22,-3.74,Open Play,Right,2,0,Medium,Missed
63,42,7.73,2,Open Play,Head,3,0,High,Missed
56,0,7.23,3.74,Open Play,Right,1,0,High,Saved
76,53,10.97,7.73,Open Play,Left,2,0,High,Blocked
52,58,24.94,3.74,Open Play,Right,2,0,Medium,Saved
83,19,3.74,12.97,Open Play,Left,2,0,High,Blocked
84,46,20.45,-2.74,Open Play,Right,2,0,Medium,Blocked
71,29,14.71,-9.98,Open Play,Left,3,0,Medium,Saved
26,27,12.47,6.24,Open Play,Left,4,0,Medium,Missed
16,4,8.73,-15.21,Open Play,Right,1,0,Medium,Goal
67,35,17.96,2.74,Open Play,Left,3,1,Low,Missed
3,16,24.94,9.73,Open Play,Left,3,0,Medium,Saved
15,8,7.98,-1.25,Open Play,Head,3,0,High,Missed
68,18,2.49,-6.98,Open Play,Head,2,0,Medium,Blocked
55,57,8.73,-1,Open Play,Head,3,1,Low,Goal
91,39,2.99,2.99,Open Play,Other,0,0,Low,Goal
44,52,19.45,-5.24,Open Play,Left,2,0,Medium,Saved
81,21,14.46,0.5,Open Play,Right,4,1,High,Missed
59,40,9.48,2.49,Open Play,Head,4,2,Medium,Missed
14,40,27.43,1,Direct freekick,Right,8,2,Low,Saved
56,41,4.99,-0.5,Open Play,Left,2,0,High,Missed
51,58,15.21,5.24,Open Play,Left,5,0,Medium,Blocked
91,46,22.69,-13.47,Open Play,Left,3,0,Low,Blocked
57,24,14.22,-13.47,Open Play,Left,5,0,Medium,Blocked
82,12,24.69,5.24,Open Play,Left,4,1,Medium,Blocked
13,40,19.2,0.25,Open Play,Left,2,0,Medium,Saved
16,29,12.72,-14.71,Open Play,Right,2,0,Medium,Missed
83,42,27.93,0.25,Open Play,Right,3,0,Medium,Missed
46,42,19.95,9.48,Open Play,Right,3,0,Medium,Saved
20,14,9.23,-4.74,Open Play,Right,1,0,Medium,Goal
7,9,7.73,-2.74,Open Play,Right,2,0,Low,Goal
45,6,9.73,5.24,Open Play,Head,2,0,Low,Blocked
68,24,11.47,5.24,Open Play,Right,2,0,High,Blocked
39,57,4.24,-7.98,Open Play,Right,1,0,Low,Missed
85,6,14.71,24.19,Open Play,Left,2,0,High,Blocked
36,36,26.19,3.24,Open Play,Right,3,1,High,Blocked
26,37,8.73,-5.24,Open Play,Right,1,0,Medium,Goal
22,11,24.19,0.75,Open Play,Right,3,1,Medium,Blocked
14,52,28.43,13.72,Open Play,Right,2,0,Low,Saved
54,24,21.95,0.25,Open Play,Right,1,0,Low,Missed
19,22,17.21,14.96,Open Play,Right,3,0,Medium,Blocked
34,43,7.98,1,Open Play,Head,2,0,Medium,Missed
94,32,16.96,-0.75,Open Play,Left,3,0,Medium,Goal
88,38,10.23,-6.48,Open Play,Right,2,0,Medium,Goal
68,50,8.48,1.25,Open Play,Head,1,0,Medium,Missed
92,28,3.99,0.5,Open Play,Left,1,0,Medium,Saved
47,55,11.72,-11.22,Open Play,Right,1,0,Medium,Saved
35,47,22.94,2.49,Open Play,Right,6,2,Low,Missed
23,14,12.97,7.23,Open Play,Right,1,0,Medium,Missed
4,46,15.21,-10.72,Open Play,Right,2,0,Medium,Blocked
43,45,22.2,9.23,Open Play,Right,5,3,Medium,Missed
45,30,7.98,0.75,Open Play,Head,2,0,Medium,Missed
42,46,19.95,-12.97,Open Play,Right,4,1,Medium,Blocked
55,16,25.44,-5.49,Open Play,Right,3,0,Medium,Missed
16,23,24.94,-3.99,Open Play,Right,3,0,Low,Saved
56,2,8.23,0.75,Open Play,Head,1,0,Medium,Missed
34,3,43.89,13.97,Open Play,Right,2,0,Medium,Saved
5,38,10.72,5.74,Open Play,Head,2,0,Medium,Goal
77,44,15.96,17.96,Open Play,Right,5,0,High,Blocked
23,44,16.21,-1.75,Open Play,Right,3,0,Low,Missed
45,28,8.98,-3.74,Open Play,Left,1,0,Medium,Missed
58,39,18.7,0.5,Open Play,Right,3,0,High,Blocked
18,28,15.21,23.69,Direct freekick,Right,3,0,Low,Goal
78,4,27.18,-2.49,Open Play,Right,3,0,Medium,Missed
49,58,26.93,10.72,Direct freekick,Left,8,3,Low,Blocked
49,25,11.22,10.23,Open Play,Right,1,0,Medium,GoalFrame
35,13,9.73,3.99,Open Play,Head,2,0,High,Missed
69,14,3.24,-2.74,Open Play,Right,1,0,Low,Missed
38,27,26.93,-0.75,Open Play,Left,3,2,Medium,Missed
71,53,7.23,22.44,Open Play,Left,2,0,Low,Saved
45,39,18.7,1,Open Play,Right,2,0,Medium,Saved
37,4,18.45,-20.2,Direct freekick,Left,4,0,Low,Blocked
17,10,12.72,-7.98,Open Play,Left,2,1,Medium,Blocked
70,30,25.94,-5.99,Direct freekick,Left,7,1,Low,Saved
75,27,14.46,2.74,Open Play,Left,2,0,Medium,Blocked
88,44,17.71,14.71,Open Play,Right,2,0,Low,Saved
59,48,7.48,1.75,Open Play,Left,2,0,Medium,Saved
10,26,13.97,9.48,Open Play,Right,3,1,Low,Missed
58,3,17.46,-1.25,Open Play,Head,2,0,Low,Missed
48,9,4.49,3.24,Open Play,Head,3,1,High,Goal
27,6,4.24,1.25,Open Play,Right,2,0,Medium,Goal
23,48,9.23,14.71,Open Play,Right,3,0,High,Blocked
11,6,3.99,1.75,Open Play,Head,1,0,Medium,Missed
12,19,25.19,13.22,Open Play,Left,2,0,Low,Missed
0,30,12.22,11.97,Open Play,Left,4,1,Low,Blocked
80,13,12.22,0.25,Open Play,Right,2,0,Medium,Missed
68,48,9.48,13.97,Open Play,Right,6,2,Medium,Blocked
36,50,14.71,7.73,Open Play,Left,3,0,Medium,Blocked
75,19,7.48,7.73,Open Play,Right,3,0,Medium,Blocked
45,45,8.23,-12.72,Open Play,Right,2,0,Medium,Blocked
80,25,7.98,3.24,Open Play,Head,3,1,High,Saved
88,54,1,-3.74,Open Play,Right,1,0,High,Missed
61,38,12.22,-3.99,Open Play,Left,3,1,Medium,Saved
1,15,25.44,13.47,Open Play,Left,6,2,Low,Missed
22,30,23.69,7.23,Open Play,Right,3,0,Low,Missed
10,19,7.73,-5.49,Open Play,Left,4,1,High,Goal
70,27,12.97,5.24,Open Play,Right,3,0,Medium,Goal
83,14,19.45,4.49,Open Play,Left,4,0,High,Saved
53,55,9.23,-1.75,Open Play,Right,0,0,Medium,Blocked
28,14,13.72,-13.97,Open Play,Right,2,0,High,Blocked
18,15,14.22,-3.74,Open Play,Right,2,0,Medium,Blocked
40,3,14.22,7.73,Open Play,Left,5,1,Low,Goal
29,58,23.44,-7.23,Open Play,Right,3,0,Low,Missed
58,40,9.73,-8.98,Open Play,Left,1,0,Low,Missed
37,5,8.98,-1.25,Open Play,Right,2,0,Low,Saved
16,39,22.69,2.74,Open Play,Right,4,1,Medium,Blocked
85,18,24.69,5.74,Open Play,Left,3,1,Low,Missed
88,3,9.48,3.74,Open Play,Head,3,0,Medium,Missed
85,12,12.97,4.49,Open Play,Right,3,0,High,Saved
80,59,31.67,-7.98,Open Play,Right,3,3,Low,Saved
69,6,12.47,-6.98,Open Play,Right,1,0,Low,Saved
59,38,15.71,12.72,Open Play,Left,2,0,Medium,Blocked
66,13,6.48,-12.97,Open Play,Right,2,0,High,Saved
34,41,25.44,-9.48,Open Play,Right,3,0,Low,Missed
20,35,19.7,-13.22,Open Play,Right,3,0,Medium,Blocked
49,43,10.23,3.49,Open Play,Right,2,0,Medium,Missed
84,50,4.24,-7.48,Open Play,Right,1,0,Medium,Missed
84,28,11.22,6.98,Open Play,Left,1,0,Medium,Saved
82,30,12.97,-13.47,Open Play,Right,1,0,Medium,Saved
38,46,10.47,6.98,Open Play,Right,2,0,High,Missed
19,26,25.69,2.99,Open Play,Right,3,0,Medium,Saved
56,15,13.22,-13.47,Open Play,Right,2,0,Medium,Missed
89,20,25.44,-3.49,Direct freekick,Left,5,2,Low,Saved
3,28,28.18,9.98,Open Play,Right,2,0,Medium,Saved
65,30,8.23,3.74,Open Play,Head,3,1,High,Missed
20,46,10.47,-3.74,Open Play,Right,2,0,Low,Goal
55,56,27.43,-2.49,Open Play,Left,5,3,Low,Missed
70,45,4.99,12.97,Open Play,Left,2,0,Medium,Missed
34,43,15.96,11.97,Open Play,Right,3,0,Medium,Blocked
87,1,12.72,13.47,Open Play,Left,2,0,Low,Saved
7,15,8.73,-2.99,Open Play,Head,1,0,Medium,Missed
85,20,14.22,-5.49,Open Play,Left,1,0,Medium,Missed
19,26,7.48,-5.74,Open Play,Right,1,0,Medium,Goal
80,44,14.96,7.98,Open Play,Left,4,1,Low,Blocked
14,13,6.48,-5.49,Open Play,Head,2,1,Medium,Blocked
88,31,8.98,6.98,Open Play,Left,3,0,Medium,Missed
12,35,7.98,5.99,Open Play,Right,2,0,Medium,Blocked
55,37,1,2,Open Play,Right,0,0,Low,Goal
16,0,7.73,-14.96,Open Play,Right,1,0,Medium,Goal
40,58,13.97,6.48,Open Play,Right,2,0,Low,Blocked
25,20,13.47,16.96,Open Play,Left,1,0,Medium,Saved
18,24,7.73,1.5,Open Play,Head,4,1,High,Missed
59,22,8.23,-10.23,Open Play,Head,2,0,High,Missed
78,29,7.73,2.99,Open Play,Head,4,1,Medium,Missed
52,21,9.23,2.49,Open Play,Head,6,0,High,Blocked
47,53,14.22,13.72,Open Play,Right,3,0,Medium,Blocked
64,39,13.47,2,Open Play,Right,2,0,High,Blocked
80,14,18.45,-2.49,Open Play,Right,2,1,Low,Missed
57,1,11.22,17.46,Open Play,Left,2,0,Medium,Blocked
73,15,19.45,15.96,Open Play,Left,2,0,Medium,Missed
51,52,7.48,-0.75,Open Play,Left,1,0,Medium,Blocked
42,24,13.47,-11.72,Open Play,Right,2,0,Medium,Missed
49,27,24.94,5.99,Open Play,Left,3,1,Low,Blocked
77,46,14.71,17.71,Open Play,Left,2,0,Low,Missed
53,19,18.95,-14.22,Open Play,Left,2,0,Medium,Saved
64,11,8.23,-11.22,Open Play,Right,2,0,Medium,Missed
43,43,25.94,-1,Open Play,Right,2,0,Medium,Blocked
37,26,2.99,-2.99,Open Play,Left,1,0,Medium,Saved
61,13,3.74,2.74,Open Play,Right,1,0,Medium,Saved
29,14,12.72,8.73,Open Play,Head,1,0,Medium,Missed
63,39,8.73,1,Open Play,Right,2,0,High,Saved
61,23,20.7,-8.48,Open Play,Right,2,0,Medium,Blocked
56,58,21.7,0.25,Open Play,Right,2,0,Medium,Missed
32,15,14.46,12.22,Open Play,Left,2,0,High,Saved
16,11,18.21,8.98,Open Play,Right,3,1,High,Missed
5,39,27.18,-14.71,Open Play,Right,3,0,Medium,Blocked
52,43,19.95,-13.47,Open Play,Left,4,2,High,Missed
91,49,21.2,14.22,Open Play,Right,2,0,Medium,Missed
61,49,27.43,-1,Open Play,Right,4,0,Medium,Missed
7,21,8.23,-9.73,Open Play,Right,1,0,Medium,Goal
12,19,14.22,9.98,Open Play,Left,2,0,High,Blocked
22,36,18.45,-27.18,Open Play,Right,2,0,Medium,Missed
30,23,14.46,-0.75,Open Play,Head,1,0,Low,Saved
65,30,26.43,6.24,Open Play,Right,2,1,Low,Saved
90,3,27.18,4.99,Open Play,Right,4,0,Low,Missed
73,32,22.94,4.24,Open Play,Right,3,0,Low,Saved
87,26,24.19,-6.73,Open Play,Left,2,0,Low,Missed
51,43,8.23,1.75,Open Play,Head,1,0,Low,Missed
59,44,14.22,0.75,Open Play,Left,3,1,Low,Missed
6,34,10.97,0,Penalty,Right,1,0,Low,Goal
20,40,4.24,-7.98,Open Play,Right,1,0,Medium,Saved
65,9,15.21,17.46,Open Play,Right,2,0,Medium,Saved
55,0,8.48,-2,Open Play,Right,3,0,Low,Goal
87,45,7.98,-1,Open Play,Head,3,1,Low,Missed
20,22,15.21,6.73,Open Play,Left,3,1,Low,Missed
40,33,24.44,22.44,Open Play,Right,2,0,Low,Saved
51,53,7.48,-2.49,Open Play,Head,4,1,Medium,Blocked
90,50,2,-1,Open Play,Other,0,0,Low,Goal
7,43,1.75,1.75,Open Play,Right,1,0,High,Goal
33,22,2.74,7.23,Open Play,Head,2,0,Medium,Goal
52,28,8.23,-0.75,Open Play,Head,1,0,Medium,Goal
39,5,26.93,7.48,Open Play,Right,3,0,Medium,Missed
71,33,10.23,8.73,Open Play,Right,3,0,Low,Missed
44,6,11.47,8.48,Open Play,Left,3,0,Medium,Blocked
29,1,4.24,-6.48,Open Play,Head,2,0,High,Blocked
10,58,27.93,-3.99,Direct freekick,Left,6,1,Low,Saved
59,45,19.95,12.47,Open Play,Right,3,0,Low,Saved
56,14,31.17,0.5,Direct freekick,Right,5,2,Low,Saved
88,51,27.93,3.74,Open Play,Right,5,1,Medium,Blocked
49,6,25.44,-9.48,Open Play,Left,3,1,Medium,Blocked
26,40,4.24,11.47,Open Play,Right,1,0,Medium,Goal
8,15,6.98,-1.5,Open Play,Left,1,1,Medium,Goal
40,49,13.97,1,Open Play,Right,1,0,Medium,Missed
48,43,4.99,-0.75,Open Play,Head,2,0,Medium,Missed
48,49,32.42,-13.97,Direct freekick,Left,3,0,Low,Blocked
27,15,12.72,14.96,Open Play,Left,3,0,High,Saved
38,24,24.19,7.48,Open Play,Right,2,0,Medium,Saved
36,45,24.19,-4.24,Open Play,Right,3,1,Medium,Missed
51,8,12.47,10.72,Open Play,Right,2,0,Medium,Blocked
35,15,12.97,-1,Open Play,Left,4,1,Medium,Missed
16,40,24.94,-0.5,Open Play,Left,2,0,Medium,Missed
5,58,3.49,1.25,Open Play,Right,1,0,Low,Missed
44,1,21.95,1.25,Open Play,Right,2,0,High,Goal
84,37,20.95,5.49,Open Play,Right,2,0,High,Saved
84,12,12.97,7.98,Open Play,Left,4,1,Low,Blocked
62,14,6.73,-2.49,Open Play,Head,2,0,Medium,Blocked
11,0,2.99,-0.5,Open Play,Left,1,0,Medium,Saved
4,32,30.67,7.73,Open Play,Left,3,1,Medium,Blocked
12,42,12.47,-9.98,Open Play,Right,2,0,Medium,Blocked
15,4,25.94,-2.74,Open Play,Right,2,0,Low,GoalFrame
92,23,6.24,12.22,Open Play,Right,2,0,High,Blocked
17,52,7.48,-5.24,Open Play,Head,1,0,Low,Saved
10,57,11.97,5.99,Open Play,Head,2,0,Low,Saved
55,53,14.46,-3.49,Open Play,Right,1,0,Medium,Saved
92,15,24.44,1.25,Open Play,Right,2,0,Low,Saved
13,32,10.97,13.97,Open Play,Left,2,0,Low,Saved
29,41,8.73,15.21,Open Play,Right,1,0,Low,Missed
52,3,20.95,14.46,Open Play,Right,2,0,Medium,Saved
91,20,7.48,-5.24,Open Play,Head,1,0,Low,Goal
23,15,4.74,-4.24,Open Play,Right,2,0,High,Blocked
75,42,4.24,-10.72,Open Play,Right,1,0,Low,Missed
6,53,12.97,-11.97,Open Play,Right,2,0,Medium,Missed
54,29,26.19,-3.24,Open Play,Left,2,1,Medium,Missed
56,16,6.98,11.97,Open Play,Left,1,0,Low,Saved
70,37,15.21,6.98,Open Play,Left,2,0,Low,Missed
66,39,8.23,11.72,Open Play,Left,1,0,Low,Missed
68,7,10.47,13.47,Open Play,Left,2,0,Medium,Blocked
81,20,8.98,-2,Open Play,Left,2,0,Medium,Missed
69,20,28.68,-16.46,Open Play,Right,3,0,Low,Missed
68,11,23.94,1,Open Play,Right,3,0,Medium,Saved
3,14,16.96,12.47,Open Play,Right,2,0,Medium,Saved
38,31,7.73,-4.74,Open Play,Right,1,0,Medium,Saved
74,31,28.93,-3.24,Open Play,Right,2,0,Medium,Missed
18,4,17.21,-2.49,Open Play,Right,1,0,Medium,Goal
63,58,21.95,10.23,Open Play,Right,2,2,Medium,Goal
18,21,4.49,0.5,Open Play,Head,2,0,Medium,Goal
41,57,10.97,0,Penalty,Right,1,0,Low,Goal
45,49,13.22,2.24,Open Play,Head,2,0,High,Missed
14,55,9.48,-7.98,Open Play,Left,2,0,Medium,Missed
19,0,20.95,16.21,Direct freekick,Right,6,2,Low,Blocked
76,2,11.22,-5.74,Open Play,Right,2,0,Medium,Blocked
82,9,11.47,-8.73,Open Play,Left,4,0,High,Blocked
53,52,6.48,12.97,Open Play,Right,1,0,Medium,Blocked
44,19,8.98,2.74,Open Play,Left,2,0,Medium,Missed
15,6,12.22,-6.73,Open Play,Left,1,0,Medium,Goal
39,31,12.47,2.49,Open Play,Left,3,0,High,Saved
12,22,12.22,24.19,Direct freekick,Right,3,0,Low,Saved
57,9,21.45,9.73,Direct freekick,Right,6,1,Low,Saved
60,41,7.73,-1.5,Open Play,Head,2,0,Medium,Saved
47,1,15.21,12.22,Open Play,Left,7,3,Low,Blocked
43,18,11.72,6.48,Open Play,Right,6,2,Medium,Missed
32,17,12.47,-4.99,Open Play,Right,4,0,Medium,Blocked
20,40,20.95,-0.75,Open Play,Right,3,0,Medium,Saved
3,49,10.23,0.25,Open Play,Left,2,0,High,Blocked
87,32,11.97,14.71,Open Play,Left,1,0,Medium,Missed
4,21,10.47,-7.98,Open Play,Right,3,0,High,Saved
9,58,4.99,-1.25,Open Play,Right,1,0,Medium,Goal
43,26,8.98,2.24,Open Play,Left,1,0,Low,Goal
78,18,14.96,1,Open Play,Right,2,0,Medium,Missed
2,58,29.93,-4.74,Open Play,Right,2,0,Low,Saved
79,0,27.68,-16.46,Direct freekick,Left,4,2,Low,Blocked
48,58,24.69,3.99,Open Play,Right,3,0,Medium,Missed
40,24,8.23,11.47,Open Play,Left,2,0,Low,Blocked
38,30,10.72,7.48,Open Play,Right,3,0,High,Saved
42,13,23.44,13.72,Open Play,Left,3,0,Medium,Blocked
8,14,12.72,-7.98,Open Play,Right,2,0,Low,Saved
49,17,27.18,3.99,Open Play,Right,5,1,Medium,Blocked
6,29,4.49,-6.48,Open Play,Head,1,0,Low,Missed
39,38,7.98,9.48,Open Play,Head,6,2,Medium,Blocked
24,42,11.22,1,Open Play,Left,3,2,High,Saved
63,39,10.23,3.74,Open Play,Right,5,1,Medium,Blocked
71,32,15.46,16.21,Open Play,Right,5,2,Medium,Blocked
59,0,23.44,-14.22,Open Play,Right,3,0,Low,Saved
26,1,27.18,2.49,Open Play,Right,6,2,Medium,Blocked
30,16,14.22,-7.98,Open Play,Left,6,2,Medium,Missed
44,16,22.2,2.99,Open Play,Left,3,0,Medium,Missed
80,35,24.94,16.21,Open Play,Right,4,1,Low,Blocked
55,24,19.7,-3.49,Open Play,Right,3,1,Medium,Blocked
33,16,6.98,-4.24,Open Play,Head,3,1,Medium,Missed
61,56,25.44,-1.75,Open Play,Right,3,1,Low,Blocked
66,35,13.47,3.24,Open Play,Right,4,1,Medium,Missed
19,28,20.45,13.47,Open Play,Right,4,0,High,Blocked
82,45,23.44,-13.72,Open Play,Right,3,0,Medium,Missed
45,23,13.72,-4.24,Open Play,Right,3,0,High,Saved
74,9,19.45,14.71,Direct freekick,Right,7,2,Low,GoalFrame
79,40,8.23,14.71,Open Play,Right,1,0,Medium,Saved
79,41,21.2,14.22,Open Play,Right,3,0,Medium,Saved
90,28,30.43,-10.97,Open Play,Right,3,0,Low,Saved
45,49,10.47,12.47,Open Play,Left,2,0,High,Blocked
33,22,12.47,-5.24,Open Play,Right,3,0,Medium,Saved
83,23,2.49,2,Open Play,Left,1,0,Low,Missed
29,27,32.42,-0.75,Direct freekick,Left,6,1,Low,Saved
18,57,27.93,-14.71,Open Play,Right,3,1,Medium,Saved
17,12,14.96,3.74,Open Play,Head,4,1,Medium,Missed
44,50,8.48,-3.49,Open Play,Head,2,0,High,Saved
42,21,18.45,19.45,Direct freekick,Right,4,1,Low,Saved
19,16,8.98,-1,Open Play,Right,1,0,Medium,Missed
51,32,11.97,-7.48,Open Play,Head,2,0,Medium,Blocked
41,57,8.98,1,Open Play,Head,1,0,High,Missed
27,40,7.48,4.99,Open Play,Right,2,0,Medium,Blocked
6,2,8.98,10.72,Open Play,Right,2,0,Low,Missed
24,48,7.23,8.48,Open Play,Right,1,0,Medium,Saved
17,17,12.22,4.74,Open Play,Right,3,0,Medium,Saved
42,13,28.93,5.49,Open Play,Right,4,0,Medium,Missed
27,31,23.44,16.96,Open Play,Left,2,0,Medium,Saved
56,40,22.69,0.25,Open Play,Left,3,0,Medium,Goal
93,49,6.73,-9.23,Open Play,Right,1,0,Low,Goal
52,3,10.23,3.99,Open Play,Left,3,0,Low,Blocked
87,20,22.94,5.24,Open Play,Left,3,0,Medium,Missed
42,22,26.43,5.99,Open Play,Left,3,0,Low,Missed
41,37,7.23,-14.71,Open Play,Left,3,0,Medium,Saved
88,35,24.19,-3.74,Open Play,Left,3,0,Medium,Saved
24,23,19.45,-0.75,Open Play,Left,5,1,Medium,Missed
10,54,20.95,8.23,Open Play,Right,5,3,Low,Blocked
33,38,25.69,-9.48,Open Play,Right,3,0,Low,Missed
84,54,24.69,-1.75,Open Play,Left,4,1,Low,Missed
80,43,18.95,4.24,Open Play,Right,3,0,Medium,Blocked
40,41,24.94,8.23,Open Play,Right,2,0,Low,Missed
50,0,9.48,-10.72,Open Play,Right,3,0,Medium,Blocked
12,23,22.44,-1.75,Open Play,Right,6,3,Low,Blocked
67,55,4.74,5.49,Open Play,Right,1,0,Medium,Missed
46,28,12.22,7.23,Open Play,Right,2,0,Medium,Missed
25,46,3.74,-2.49,Open Play,Right,2,0,High,Blocked
11,6,11.22,-12.47,Open Play,Left,3,0,High,Saved
51,16,25.94,2.99,Direct freekick,Left,7,3,Low,Saved
13,32,8.73,-10.72,Open Play,Right,2,0,Medium,Missed
