tm_id,player_name,birth_day,birth_month,birth_year,pob,cob,dob,position,height,foot,citizenship,second_citizenship,league_code,season,current_club,current_club_country,market_value_euros,joined,contract_expires,contract_option,on_loan_from,on_loan_from_country,loan_contract_expiry,player_agent,name_lower,firstname_lower,lastname_lower,firstinitial_lower,league_country_lower,position_code,position_grouped,outfielder_goalkeeper,age,age_when_joining,years_since_joining,years_until_contract_expiry,market_value_pounds
193830,iuri medeiros,10.0,7.0,1994.0,Horta,Portugal,1994-07-10,attack - Right Winger,174.0,left,Portugal,,IT1,2018,sc braga,portugal,4000000.0,2021-07-01,2026-06-30,,,,,MRP.POSITIONUMBER,iuri medeiros,iuri,medeiros,i,portugal,RW,Forward,Outfielder,27.0,26.0,0.0,4.0,3600000.0
193938,diego rolán,24.0,3.0,1993.0,Montevideo,Uruguay,1993-03-24,attack - Centre-Forward,177.0,right,Uruguay,,ES1,2018,fc juárez,mexico,2000000.0,2021-08-17,,,,,,P&P Sport Management S.A.M.,diego rolan,diego,rolan,d,mexico,ST,Forward,Outfielder,28.0,28.0,0.0,,1800000.0
193994,yves baraye,22.0,6.0,1992.0,Dakar,Senegal,1992-06-22,attack - Right Winger,177.0,right,,Portugal,IT1,2018,without club,,350000.0,2021-07-01,,,,,,Just 4 player Group,yves baraye,yves,baraye,y,,RW,Forward,Outfielder,29.0,29.0,0.0,,315000.0
194975,leonardo bertone,14.0,3.0,1994.0,Wohlen bei Bern,Switzerland,1994-03-14,midfield - Central Midfield,179.0,right,,Italy,MLS1,2018,waasland-beveren,belgium,900000.0,2020-09-16,2023-06-30,,,,,Soccer Mondial AG,leonardo bertone,leonardo,bertone,l,belgium,CM,Midfielder,Outfielder,27.0,26.0,0.0,1.0,810000.0
195051,gianluca gaudino,11.0,11.0,1996.0,Hanau,Germany,1996-11-11,midfield - Central Midfield,179.0,both,Germany,,IT1,2018,sv sandhausen,germany,500000.0,2021-07-01,,,,,,Dirk Hebel,gianluca gaudino,gianluca,gaudino,g,germany,CM,Midfielder,Outfielder,24.0,24.0,0.0,,450000.0
195057,raffaele celia,4.0,3.0,1999.0,Catanzaro,Italy,1999-03-04,Defender - Left-Back,178.0,left,Italy,,IT1,2018,spal,italy,300000.0,2021-08-27,2024-06-30,,,,,TMP SOCCER srl,raffaele celia,raffaele,celia,r,italy,LB,Defender,Outfielder,22.0,22.0,0.0,2.0,270000.0
195676,ole käuper,9.0,1.0,1997.0,Bremen,Germany,1997-01-09,midfield - Defensive Midfield,187.0,left,Germany,,L1,2018,sv meppen,germany,200000.0,2021-07-01,2023-06-30,,,,,Karl M. Herzog Sportmanagement,ole kauper,ole,kauper,o,germany,CDM,Midfielder,Outfielder,24.0,24.0,0.0,1.0,180000.0
195680,joe ralls,13.0,10.0,1993.0,Aldershot,England,1993-10-13,midfield - Central Midfield,178.0,left,England,,GB1,2018,cardiff city,wales,3000000.0,2011-07-01,2022-06-30,,,,,Unique Sports Management,joe ralls,joe,ralls,j,wales,CM,Midfielder,Outfielder,27.0,17.0,10.0,0.0,2700000.0
195910,yohan croizet,15.0,2.0,1992.0,Sarrebourg,France,1992-02-15,midfield - Attacking Midfield,180.0,left,France,,MLS1,2018,újpest fc,hungary,450000.0,2021-02-11,,,,,,J&S International,yohan croizet,yohan,croizet,y,hungary,CAM,Midfielder,Outfielder,29.0,29.0,0.0,,405000.0
196382,marius gersbeck,20.0,6.0,1995.0,Berlin,Germany,1995-06-20,Goalkeeper,187.0,left,Germany,,L1,2018,karlsruher sc,germany,700000.0,2019-07-01,2023-06-30,,,,,SEG,marius gersbeck,marius,gersbeck,m,germany,GK,Goalkeeper,Goalkeeper,26.0,24.0,2.0,1.0,630000.0
196427,leo weinkauf,7.0,7.0,1996.0,Oldenburg,Germany,1996-07-07,Goalkeeper,196.0,right,Germany,,L1,2018,msv duisburg,germany,350000.0,2019-07-01,2023-06-30,,hannover 96,germany,2022-06-30,Karl M. Herzog Sportmanagement,leo weinkauf,leo,weinkauf,l,germany,GK,Goalkeeper,Goalkeeper,25.0,22.0,2.0,1.0,315000.0
196978,ivan lakicevic,27.0,7.0,1993.0,Belgrad,Yugoslavia (Republic),1993-07-27,Defender - Right-Back,180.0,right,Serbia,,IT1,2018,reggina 1914,italy,400000.0,2021-01-19,2022-06-30,,,,,,ivan lakicevic,ivan,lakicevic,i,italy,RB,Defender,Outfielder,28.0,27.0,0.0,0.0,360000.0
197468,davide agazzi,2.0,6.0,1993.0,Trescore Balneario,Italy,1993-06-02,midfield - Central Midfield,173.0,right,Italy,,IT1,2018,ternana calcio,italy,350000.0,2021-07-05,2023-06-30,,,,,,davide agazzi,davide,agazzi,d,italy,CM,Midfielder,Outfielder,28.0,28.0,0.0,1.0,315000.0
197602,rúben semedo,4.0,4.0,1994.0,Amadora,Portugal,1994-04-04,Defender - Centre-Back,189.0,right,,Cape Verde,ES1,2018,olympiacos piraeus,greece,8000000.0,2019-07-01,2023-06-30,,,,,Ulisses Santos - US11,ruben semedo,ruben,semedo,r,greece,CB,Defender,Outfielder,27.0,25.0,2.0,1.0,7200000.0
197744,nicolò fazzi,2.0,3.0,1995.0,Barga,Italy,1995-03-02,midfield - Right Midfield,183.0,right,Italy,,IT1,2018,without club,,300000.0,2021-08-10,,,,,,,nicolo fazzi,nicolo,fazzi,n,,RM,Midfielder,Outfielder,26.0,26.0,0.0,,270000.0
197860,pedro rebocho,23.0,1.0,1995.0,Évora,Portugal,1995-01-23,Defender - Left-Back,171.0,left,Portugal,,FR1,2018,lech poznan,poland,1500000.0,2021-08-23,2023-06-30,club option 1 year,,,,Proeleven Gestão Desportiva,pedro rebocho,pedro,rebocho,p,poland,LB,Defender,Outfielder,26.0,26.0,0.0,1.0,1350000.0
198067,filip helander,22.0,4.0,1993.0,Malmö,Sweden,1993-04-22,Defender - Centre-Back,192.0,left,Sweden,,IT1,2018,rangers fc,scotland,3500000.0,2019-07-13,2023-05-31,,,,,MD Management,filip helander,filip,helander,f,scotland,CB,Defender,Outfielder,28.0,26.0,2.0,1.0,3150000.0
198084,marco frediani,13.0,3.0,1994.0,Roma,Italy,1994-03-13,attack - Left Winger,178.0,right,Italy,,IT1,2018,us alessandria calcio 1912,italy,150000.0,2020-10-02,2022-06-30,,,,,,marco frediani,marco,frediani,m,italy,LW,Forward,Outfielder,27.0,26.0,0.0,0.0,135000.0
198613,stefan simic,20.0,1.0,1995.0,Praha,Czech Republic,1995-01-20,Defender - Centre-Back,189.0,right,,Croatia,IT1,2018,hnk hajduk split,croatia,750000.0,2019-07-01,2023-06-30,,,,,UT s.r.o,stefan simic,stefan,simic,s,croatia,CB,Defender,Outfielder,26.0,24.0,2.0,1.0,675000.0
198976,abou diop,6.0,10.0,1993.0,Dakar,Senegal,1993-10-06,attack - Centre-Forward,185.0,right,Senegal,,IT1,2018,paganese calcio 1926,italy,375000.0,2019-07-27,2022-06-30,,,,,Cheikh Fall,abou diop,abou,diop,a,italy,ST,Forward,Outfielder,27.0,25.0,2.0,0.0,337500.0
199330,antonio cotán,19.0,9.0,1995.0,Sevilla,Spain,1995-09-19,midfield - Central Midfield,175.0,right,Spain,,ES1,2018,cd numancia,spain,400000.0,2020-09-02,2022-06-30,,,,,YOU FIRST SPORTS,antonio cotan,antonio,cotan,a,spain,CM,Midfielder,Outfielder,25.0,24.0,0.0,0.0,360000.0
199528,josh murphy,24.0,2.0,1995.0,London,England,1995-02-24,attack - Left Winger,173.0,right,England,,GB1,2018,cardiff city,wales,3000000.0,2018-07-01,2022-06-30,,,,,New Era Global Sports,josh murphy,josh,murphy,j,wales,LW,Forward,Outfielder,26.0,23.0,3.0,0.0,2700000.0
199635,eric lanini,25.0,2.0,1994.0,Torino,Italy,1994-02-25,attack - Centre-Forward,186.0,right,Italy,,IT1,2018,parma calcio 1913,italy,250000.0,2020-01-30,2024-06-30,,,,,Starbridge Srl,eric lanini,eric,lanini,e,italy,ST,Forward,Outfielder,27.0,25.0,1.0,2.0,225000.0
199902,andrea bandini,16.0,2.0,1994.0,Milano,Italy,1994-02-16,Defender - Right-Back,178.0,right,Italy,,IT1,2018,asd alcione milano,italy,0.0,2020-02-01,,,,,,,andrea bandini,andrea,bandini,a,italy,RB,Defender,Outfielder,27.0,25.0,1.0,,0.0
199941,andrea beghetto,11.0,10.0,1994.0,Perugia,Italy,1994-10-11,Defender - Left-Back,182.0,left,Italy,,IT1,2018,us alessandria calcio 1912,italy,1000000.0,2021-08-05,2022-06-30,,pisa sporting club,italy,,Gr Sports,andrea beghetto,andrea,beghetto,a,italy,LB,Defender,Outfielder,26.0,26.0,0.0,0.0,900000.0
200041,andreas ivan,10.0,1.0,1995.0,Pitești,Romania,1995-01-10,attack - Right Winger,180.0,both,,Germany,MLS1,2018,sg sonnenhof großaspach,germany,150000.0,2020-08-26,2022-06-30,,,,,Haspel Sportconsulting,andreas ivan,andreas,ivan,a,germany,RW,Forward,Outfielder,26.0,25.0,1.0,0.0,135000.0
200190,alessandro capello,12.0,12.0,1995.0,Bologna,Italy,1995-12-12,attack - Centre-Forward,183.0,right,Italy,,IT1,2018,virtus entella,italy,500000.0,2021-01-19,2022-06-30,,,,,Marco Antonio De Marchi,alessandro capello,alessandro,capello,a,italy,ST,Forward,Outfielder,25.0,25.0,0.0,0.0,450000.0
200192,fabio eguelfi,19.0,1.0,1995.0,Milano,Italy,1995-01-19,Defender - Left-Back,178.0,left,Italy,,IT1,2018,san fernando cd,spain,300000.0,2021-07-16,2022-06-30,,,,,,fabio eguelfi,fabio,eguelfi,f,spain,LB,Defender,Outfielder,26.0,26.0,0.0,0.0,270000.0
200777,alex pritchard,3.0,5.0,1993.0,Orsett,England,1993-05-03,midfield - Attacking Midfield,168.0,right,England,,GB1,2018,sunderland afc,england,2500000.0,2021-07-09,2023-06-30,,,,,Straight Ace Sports,alex pritchard,alex,pritchard,a,england,CAM,Midfielder,Outfielder,28.0,28.0,0.0,1.0,2250000.0
201311,isaac kiese thelin,24.0,6.0,1992.0,Örebro,Sweden,1992-06-24,attack - Centre-Forward,189.0,right,,DR Congo,L1,2018,rsc anderlecht,belgium,2700000.0,2017-08-30,2022-06-30,,,,,FootNation,isaac kiese thelin,isaac,thelin,i,belgium,ST,Forward,Outfielder,29.0,25.0,4.0,0.0,2430000.0
201737,christopher jullien,22.0,3.0,1993.0,Lagny-sur-Marne,France,1993-03-22,Defender - Centre-Back,196.0,right,France,,FR1,2018,celtic fc,scotland,5500000.0,2019-07-01,2023-05-31,,,,,Classico Sports Management,christopher jullien,christopher,jullien,c,scotland,CB,Defender,Outfielder,28.0,26.0,2.0,1.0,4950000.0
203764,pierre-yves polomat,27.0,12.0,1993.0,Fort-de-France,Martinique,1993-12-27,Defender - Left-Back,183.0,left,,France,FR1,2018,without club,,500000.0,2021-07-01,,,,,,World Soccer Star GMBH,pierre-yves polomat,pierre-yves,polomat,p,,LB,Defender,Outfielder,27.0,27.0,0.0,,450000.0
204659,isnik alimi,2.0,2.0,1994.0,Delogoždi,Macedonia,1994-02-02,midfield - Central Midfield,186.0,left,,North Macedonia,IT1,2018,fk qabala,azerbaijan,150000.0,2021-07-30,2022-06-30,,,,,ARGENTUM SPORT,isnik alimi,isnik,alimi,i,azerbaijan,CM,Midfielder,Outfielder,27.0,27.0,0.0,0.0,135000.0
205023,rai vloet,8.0,5.0,1995.0,Schijndel,Netherlands,1995-05-08,midfield - Attacking Midfield,188.0,right,Netherlands,,IT1,2018,heracles almelo,netherlands,1300000.0,2020-07-01,2023-06-30,,,,,HCM Sports Management,rai vloet,rai,vloet,r,netherlands,CAM,Midfielder,Outfielder,26.0,25.0,1.0,1.0,1170000.0
205677,luca garritano,11.0,2.0,1994.0,Cosenza,Italy,1994-02-11,midfield - Attacking Midfield,172.0,right,Italy,,IT1,2018,frosinone calcio,italy,1800000.0,2021-08-07,2024-06-30,,,,,AGB Sport Management,luca garritano,luca,garritano,l,italy,CAM,Midfielder,Outfielder,27.0,27.0,0.0,2.0,1620000.0
206793,darren mattocks,2.0,9.0,1990.0,Portmore,Jamaica,1990-09-02,attack - Centre-Forward,183.0,,Jamaica,,MLS1,2018,phoenix rising fc,united states,400000.0,2021-08-18,2021-11-30,,,,,Wasserman,darren mattocks,darren,mattocks,d,united states,ST,Forward,Outfielder,30.0,30.0,0.0,0.0,360000.0
207015,vincent janssen,15.0,6.0,1994.0,Heesch,Netherlands,1994-06-15,attack - Centre-Forward,184.0,left,Netherlands,,GB1,2018,,,,,,,,,,,vincent janssen,vincent,janssen,v,,ST,Forward,Outfielder,27.0,,,,
207578,max besuschkow,31.0,5.0,1997.0,Tübingen,Germany,1997-05-31,midfield - Central Midfield,187.0,right,,Russia,L1,2018,ssv jahn regensburg,germany,1200000.0,2019-07-01,2022-06-30,,,,,Haspel Sportconsulting,max besuschkow,max,besuschkow,m,germany,CM,Midfielder,Outfielder,24.0,22.0,2.0,0.0,1080000.0
207592,philipp ochs,17.0,4.0,1997.0,Wertheim,Germany,1997-04-17,attack - Left Winger,175.0,left,,Kazakhstan,L1,2018,hannover 96,germany,500000.0,2020-01-31,2022-06-30,,,,,AKA Global GmbH,philipp ochs,philipp,ochs,p,germany,LW,Forward,Outfielder,24.0,22.0,1.0,0.0,450000.0
207924,jozabed sánchez,8.0,3.0,1991.0,Mairena del Alcor,Spain,1991-03-08,midfield - Central Midfield,180.0,right,Spain,,ES1,2018,málaga cf,spain,700000.0,2021-07-01,2023-06-30,,,,,Promoesport,jozabed sanchez,jozabed,sanchez,j,spain,CM,Midfielder,Outfielder,30.0,30.0,0.0,1.0,630000.0
208244,brendan galloway,17.0,3.0,1996.0,Harare,Zimbabwe,1996-03-17,Defender - Left-Back,186.0,left,,England,GB1,2018,plymouth argyle,england,400000.0,2021-07-21,2022-01-31,,,,,New Era Global Sports,brendan galloway,brendan,galloway,b,england,LB,Defender,Outfielder,25.0,25.0,0.0,0.0,360000.0
208542,stef peeters,9.0,2.0,1992.0,Bree,Belgium,1992-02-09,midfield - Central Midfield,188.0,left,Belgium,,FR1,2018,kas eupen,belgium,1400000.0,2020-07-07,2023-06-30,,,,,Let's Play,stef peeters,stef,peeters,s,belgium,CM,Midfielder,Outfielder,29.0,28.0,1.0,1.0,1260000.0
208890,samu garcía,13.0,7.0,1990.0,Málaga,Spain,1990-07-13,attack - Right Winger,177.0,right,Spain,,ES1,2018,retired,,0.0,2019-01-01,,,,,,MESAS SPORT,samu garcia,samu,garcia,s,,RW,Forward,Outfielder,31.0,28.0,2.0,,0.0
209019,kenny saief,17.0,12.0,1993.0,"Panama City, Florida",United States,1993-12-17,midfield - Left Midfield,176.0,left,,Israel,MLS1,2018,rsc anderlecht,belgium,700000.0,2018-07-01,,,,,,Dudu Dahan,kenny saief,kenny,saief,k,belgium,LM,Midfielder,Outfielder,27.0,24.0,3.0,,630000.0
209845,connor lade,16.0,11.0,1989.0,"Livingston, New Jersey",United States,1989-11-16,Defender - Right-Back,170.0,both,United States,,MLS1,2018,retired,,0.0,2020-01-01,,,,,,Remington Ellis Management,connor lade,connor,lade,c,,RB,Defender,Outfielder,31.0,30.0,1.0,,0.0
209936,ettore gliozzi,23.0,9.0,1995.0,Siderno,Italy,1995-09-23,attack - Centre-Forward,186.0,right,Italy,,IT1,2018,como 1907,italy,400000.0,2021-08-10,2023-06-30,,,,,TMP SOCCER srl,ettore gliozzi,ettore,gliozzi,e,italy,ST,Forward,Outfielder,25.0,25.0,0.0,1.0,360000.0
210143,álex gallar,19.0,3.0,1992.0,Sabadell,Spain,1992-03-19,attack - Left Winger,176.0,left,Spain,,ES1,2018,fc cartagena,spain,700000.0,2020-09-25,2023-06-30,,girona fc,spain,2022-06-30,JV SPORTS SL,alex gallar,alex,gallar,a,spain,LW,Forward,Outfielder,29.0,28.0,0.0,1.0,630000.0
211386,cristian higuita,12.0,1.0,1994.0,Santiago de Cali,Colombia,1994-01-12,midfield - Central Midfield,174.0,,Colombia,,MLS1,2018,once caldas,colombia,450000.0,2021-07-01,,,,,,DEW SPORT,cristian higuita,cristian,higuita,c,colombia,CM,Midfielder,Outfielder,27.0,27.0,0.0,,405000.0
213001,luis silva,12.0,10.0,1988.0,"Los Angeles, Kalifornien",United States,1988-10-12,attack - Centre-Forward,183.0,,,Mexico,MLS1,2018,without club,,250000.0,2020-01-01,,,,,,Palomba Sportmanagement&CDR,luis silva,luis,silva,l,,ST,Forward,Outfielder,32.0,31.0,1.0,,225000.0
213595,juanjo narváez,12.0,2.0,1995.0,San Juan de Pasto,Colombia,1995-02-12,attack - Centre-Forward,181.0,right,,Spain,ES1,2018,real zaragoza,spain,1500000.0,2020-09-04,2023-06-30,,,,,Wasserman,juanjo narvaez,juanjo,narvaez,j,spain,ST,Forward,Outfielder,26.0,25.0,0.0,1.0,1350000.0
214104,james wilson,1.0,12.0,1995.0,Biddulph,England,1995-12-01,attack - Centre-Forward,183.0,left,England,,GB1,2018,port vale fc,england,600000.0,2021-07-01,2023-06-30,,,,,YMU Group,james wilson,james,wilson,j,england,ST,Forward,Outfielder,25.0,25.0,0.0,1.0,540000.0
214316,luciano vietto,5.0,12.0,1993.0,Balnearía,Argentina,1993-12-05,attack - Second Striker,173.0,right,,Italy,ES1,2018,al-hilal riyadh,saudi arabia,5500000.0,2020-10-25,2024-06-30,,,,,Eleven Talent Group,luciano vietto,luciano,vietto,l,saudi arabia,SS,Forward,Outfielder,27.0,26.0,0.0,2.0,4950000.0
214346,virgil misidjan,24.0,7.0,1993.0,Goirle,Netherlands,1993-07-24,attack - Right Winger,173.0,both,,Suriname,L1,2018,twente enschede fc,netherlands,1000000.0,2021-07-01,2023-06-30,,,,,PURE,virgil misidjan,virgil,misidjan,v,netherlands,RW,Forward,Outfielder,28.0,27.0,0.0,1.0,900000.0
215390,gustavo gómez,6.0,5.0,1993.0,Misiones,Paraguay,1993-05-06,Defender - Centre-Back,185.0,right,Paraguay,,IT1,2018,sociedade esportiva palmeiras,brazil,6000000.0,2020-07-01,2024-12-31,,,,,La Squadra Sports - R. Bittar,gustavo gomez,gustavo,gomez,g,brazil,CB,Defender,Outfielder,28.0,27.0,1.0,3.0,5400000.0
215676,grégory berthier,11.0,11.0,1995.0,Sens,France,1995-11-11,midfield - Right Midfield,177.0,left,France,,FR1,2018,fc chambly,france,150000.0,2021-07-01,,,,,,PRO PLAYERS ASSOCIES,gregory berthier,gregory,berthier,g,france,RM,Midfielder,Outfielder,25.0,25.0,0.0,,135000.0
216046,gabriel somi,24.0,8.0,1991.0,Örebro,Sweden,1991-08-24,Defender - Left-Back,176.0,left,,Sweden,MLS1,2018,without club,,200000.0,2021-01-01,,,,,,Abgar Barsom,gabriel somi,gabriel,somi,g,,LB,Defender,Outfielder,30.0,29.0,0.0,,180000.0
216375,felipe avenatti,26.0,4.0,1993.0,Montevideo,Uruguay,1993-04-26,attack - Centre-Forward,197.0,left,,Italy,IT1,2018,royale union saint gilloise,belgium,1200000.0,2021-07-02,2023-06-30,Option to buy,standard liège,belgium,2022-06-30,Paco Casal,felipe avenatti,felipe,avenatti,f,belgium,ST,Forward,Outfielder,28.0,28.0,0.0,1.0,1080000.0
216443,riechedly bazoer,12.0,10.0,1996.0,Utrecht,Netherlands,1996-10-12,Defender - Centre-Back,184.0,right,,Curacao,L1,2018,vitesse arnhem,netherlands,4500000.0,2019-07-12,2022-06-30,,,,,Relatives,riechedly bazoer,riechedly,bazoer,r,netherlands,CB,Defender,Outfielder,24.0,22.0,2.0,0.0,4050000.0
216872,francesco zampano,30.0,9.0,1993.0,Genova,Italy,1993-09-30,Defender - Right-Back,177.0,right,Italy,,IT1,2018,frosinone calcio,italy,650000.0,2019-07-01,2022-06-30,,,,,G.E.V. Sport&management srl,francesco zampano,francesco,zampano,f,italy,RB,Defender,Outfielder,27.0,25.0,2.0,0.0,585000.0
218118,lucas silva,16.0,2.0,1993.0,Bom Jesus de Goiás,Brazil,1993-02-16,midfield - Defensive Midfield,181.0,right,Brazil,,ES1,2018,grêmio foot-ball porto alegrense,brazil,2000000.0,2020-01-01,2023-12-31,,,,,P&P Sport Management S.A.M.,lucas silva,lucas,silva,l,brazil,CDM,Midfielder,Outfielder,28.0,26.0,1.0,2.0,1800000.0
218352,marquinhos pedroso,4.0,10.0,1993.0,Tubarão,Brazil,1993-10-04,Defender - Left-Back,175.0,left,,Italy,MLS1,2018,fk liepaja,latvia,250000.0,2021-07-19,,,,,,CG sports,marquinhos pedroso,marquinhos,pedroso,m,latvia,LB,Defender,Outfielder,27.0,27.0,0.0,,225000.0
220753,lucas melano,1.0,3.0,1993.0,Hernando,Argentina,1993-03-01,attack - Centre-Forward,187.0,right,,Italy,MLS1,2018,without club,,800000.0,2021-08-03,,,,,,COMUNIGOAL,lucas melano,lucas,melano,l,,ST,Forward,Outfielder,28.0,28.0,0.0,,720000.0
221899,leo baptistão,26.0,8.0,1992.0,Santos,Brazil,1992-08-26,attack - Centre-Forward,181.0,right,,Spain,ES1,2018,santos fc,brazil,2000000.0,2021-08-18,2023-06-30,,,,,Soccersport,leo baptistao,leo,baptistao,l,brazil,ST,Forward,Outfielder,29.0,28.0,0.0,1.0,1800000.0
222636,florian escales,3.0,2.0,1996.0,Aix-en-Provence,France,1996-02-03,Goalkeeper,184.0,right,France,,FR1,2018,annecy fc,france,300000.0,2021-07-01,,,,,,USM GROUP,florian escales,florian,escales,f,france,GK,Goalkeeper,Goalkeeper,25.0,25.0,0.0,,270000.0
222830,danilo pantic,26.0,10.0,1996.0,Ruma,Yugoslavia (Republic),1996-10-26,midfield - Attacking Midfield,183.0,right,Serbia,,GB1,2018,fk partizan belgrade,serbia,800000.0,2021-07-01,2024-06-30,,,,,INTERNATIONAL SPORTS OFFICE,danilo pantic,danilo,pantic,d,serbia,CAM,Midfielder,Outfielder,24.0,24.0,0.0,2.0,720000.0
223720,josé aurelio suárez,18.0,12.0,1995.0,Gijón,Spain,1995-12-18,Goalkeeper,189.0,right,Spain,,ES1,2018,ad alcorcón,spain,200000.0,2021-07-12,2023-06-30,,,,,DOUBLE MATCH,jose aurelio suarez,jose,suarez,j,spain,GK,Goalkeeper,Goalkeeper,25.0,25.0,0.0,1.0,180000.0
225004,valentín vada,6.0,3.0,1996.0,Guadalupe,Argentina,1996-03-06,midfield - Central Midfield,175.0,right,,Italy,FR1,2018,ud almería,spain,1000000.0,2019-08-23,2024-06-30,,,,,REAL PRO Football Consultant,valentin vada,valentin,vada,v,spain,CM,Midfielder,Outfielder,25.0,23.0,2.0,2.0,900000.0
225335,wallace,14.0,10.0,1994.0,Rio de Janeiro,Brazil,1994-10-14,Defender - Centre-Back,191.0,right,Brazil,,IT1,2018,yeni malatyaspor,turkey,2800000.0,2020-09-30,2022-06-30,Option for a further year,,,,Gestifute,wallace,wallace,wallace,w,turkey,CB,Defender,Outfielder,26.0,25.0,0.0,0.0,2520000.0
225591,antonio mance,7.0,8.0,1995.0,Rijeka,Croatia,1995-08-07,attack - Centre-Forward,189.0,right,Croatia,,FR1,2018,fc erzgebirge aue,germany,800000.0,2021-08-25,2023-06-30,,nk osijek,croatia,2022-06-30,Kas-Consulting d.o.o,antonio mance,antonio,mance,a,germany,ST,Forward,Outfielder,26.0,26.0,0.0,1.0,720000.0
225874,igor lasicki,26.0,6.0,1995.0,Wałbrzych,Poland,1995-06-26,Defender - Centre-Back,184.0,right,Poland,,IT1,2018,pogon szczecin,poland,300000.0,2019-07-03,2022-06-30,,,,,BMG-SPORT,igor lasicki,igor,lasicki,i,poland,CB,Defender,Outfielder,26.0,24.0,2.0,0.0,270000.0
226074,alen halilovic,18.0,6.0,1996.0,Dubrovnik,Croatia,1996-06-18,midfield - Attacking Midfield,169.0,left,Croatia,,IT1,2018,reading fc,england,600000.0,2021-08-27,2022-06-30,,,,,,alen halilovic,alen,halilovic,a,england,CAM,Midfielder,Outfielder,25.0,25.0,0.0,0.0,540000.0
226080,anton kresic,29.0,1.0,1996.0,Dieburg,Germany,1996-01-29,Defender - Centre-Back,198.0,right,Croatia,,IT1,2018,hnk rijeka,croatia,300000.0,2021-07-16,2023-06-30,Option to buy,atalanta bc,italy,2022-06-30,Sportfront International GmbH,anton kresic,anton,kresic,a,croatia,CB,Defender,Outfielder,25.0,25.0,0.0,1.0,270000.0
226093,lorenco simic,15.0,7.0,1996.0,Split,Croatia,1996-07-15,Defender - Centre-Back,195.0,right,Croatia,,IT1,2018,zaglebie lubin,poland,750000.0,2020-08-17,2022-06-30,both parties 1 year,,,,no agent,lorenco simic,lorenco,simic,l,poland,CB,Defender,Outfielder,25.0,24.0,1.0,0.0,675000.0
226450,iver fossum,15.0,7.0,1996.0,Drammen,Norway,1996-07-15,midfield - Central Midfield,180.0,right,Norway,,L1,2018,aalborg bk,denmark,1500000.0,2019-08-16,2023-06-30,,,,,NSKY,iver fossum,iver,fossum,i,denmark,CM,Midfielder,Outfielder,25.0,23.0,2.0,1.0,1350000.0
226739,anthony cáceres,29.0,9.0,1992.0,Sydney,Australia,1992-09-29,midfield - Central Midfield,173.0,right,,Uruguay,GB1,2018,sydney fc,australia,400000.0,2019-07-04,2024-06-30,,,,,Footballhouseplus,anthony caceres,anthony,caceres,a,australia,CM,Midfielder,Outfielder,28.0,26.0,2.0,2.0,360000.0
227087,patrick kammerbauer,11.0,2.0,1997.0,Raitenbuch,Germany,1997-02-11,midfield - Defensive Midfield,174.0,right,Germany,,L1,2018,sc freiburg ii,germany,400000.0,2021-07-01,,,,,,Rummenigge Sport Marketing,patrick kammerbauer,patrick,kammerbauer,p,germany,CDM,Midfielder,Outfielder,24.0,24.0,0.0,,360000.0
227183,sam gallagher,15.0,9.0,1995.0,Crediton,England,1995-09-15,attack - Centre-Forward,193.0,right,,Scotland,GB1,2018,blackburn rovers,england,3000000.0,2019-07-13,2023-06-30,,,,,Crown Football Ltd,sam gallagher,sam,gallagher,s,england,ST,Forward,Outfielder,25.0,23.0,2.0,1.0,2700000.0
228999,alexis alégué,23.0,12.0,1996.0,Yaoundé,Cameroon,1996-12-23,midfield - Right Midfield,175.0,left,,France,FR1,2018,without club,,400000.0,2021-07-01,,,,,,GCSN Avocat,alexis alegue,alexis,alegue,a,,RM,Midfielder,Outfielder,24.0,24.0,0.0,,360000.0
229176,fabian schleusener,24.0,10.0,1991.0,Freiburg,Germany,1991-10-24,attack - Right Winger,186.0,both,Germany,,L1,2018,karlsruher sc,germany,350000.0,2021-07-01,2023-06-30,,,,,ISMG International,fabian schleusener,fabian,schleusener,f,germany,RW,Forward,Outfielder,29.0,29.0,0.0,1.0,315000.0
229292,edvinas gertmonas,1.0,6.0,1996.0,Šilalė,Lithuania,1996-06-01,Goalkeeper,189.0,right,Lithuania,,FR1,2018,fk zalgiris vilnius,lithuania,250000.0,2019-08-29,2021-12-31,,,,,USM GROUP,edvinas gertmonas,edvinas,gertmonas,e,lithuania,GK,Goalkeeper,Goalkeeper,25.0,23.0,2.0,0.0,225000.0
229798,ander bardají,3.0,5.0,1995.0,Lasarte,Spain,1995-05-03,Goalkeeper,194.0,,Spain,,ES1,2018,without club,,100000.0,2020-07-01,,,,,,Bahía Internacional,ander bardaji,ander,bardaji,a,,GK,Goalkeeper,Goalkeeper,26.0,25.0,1.0,,90000.0
230066,adama mbengue,1.0,12.0,1993.0,Rufisque,Senegal,1993-12-01,Defender - Left-Back,182.0,left,Senegal,,FR1,2018,lb châteauroux,france,800000.0,2021-07-19,2022-06-30,Option for a further year,,,,Relatives,adama mbengue,adama,mbengue,a,france,LB,Defender,Outfielder,27.0,27.0,0.0,0.0,720000.0
